System,State,Headline,Sentiment_1,Sentiment_2,Sentiment_2 Numerical,Metadata
Aquaculture,Tasmania,Views sought on turning organic waste into energy,,NA,0,The Fish Site5 Mar 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,WA election: Your handy guide to Mark Mc,,NA,0,S. standard for wildlife protectionCBC.ca1 Decbookmark_bordersharemore_vert
Aquaculture,Victoria,WA jobs in the pipeline as kingfish farm tipped for Abrolhos waters,,Positive,3,NEWS.com.au18 Novbookmark_bordersharemore_vert
Aquaculture,New South Wales,WA jobs in the pipeline as kingfish farm tipped for Abrolhos waters,,Positive,3,The Fish Site17 Septbookmark_bordersharemore_vert
Aquaculture,Western Australia,WA jobs in the pipeline as kingfish farm tipped for Abrolhos waters,,Positive,3,Government of Newfoundland and Labradorbookmark_bordersharemore_vert
Aquaculture,Western Australia,WA marine park draft plan to protect traditional methods and cultural practices,,Neutral,2,New Era9 AugOpinionbookmark_bordersharemore_vert
Aquaculture,Western Australia,WA Police execute search warrant for an invasive red swamp crayfish,,Neutral,2,The Fish Site10 Novbookmark_bordersharemore_vert
Aquaculture,Western Australia,WA tropical rock oyster project gives Pilbara Indigenous community 'a sense of achievement'ABC Newsbookmark_bordersharemore_vert,,Positive,3,The Conversation AU7 days agobookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Washington shellfish aquaculture permitting challenged again,,Neutral,2,SeaWestNewsbookmark_bordersharemore_vert
Aquaculture,South Australia,Waters of Eyre Peninsula opens for more farms,,Neutral,2,CT.gov23 Julybookmark_bordersharemore_vert
Aquaculture,Western Australia,"Wave energy prototype to be deployed in Albany, Western Australia",,NA,0,Fortune17 Octbookmark_bordersharemore_vert
Aquaculture,Tasmania,Wave power project launched for offshore aquaculture installations,,Neutral,2,Stuff.co.nz5 Octbookmark_bordersharemore_vert
Aquaculture,Queensland,Wave power project launched for offshore aquaculture installations,,Neutral,2,ThePrint23 Augbookmark_bordersharemore_vert
Aquaculture,Victoria,West Australian pearl farmer James Brown named 2021 Australian Farmer of the Year,,Neutral,2,SeafoodSource28 Apr 2021bookmark_bordersharemore_vert
Aquaculture,New South Wales,West Australian pearl farmer James Brown named 2021 Australian Farmer of the Year,,Neutral,2,SaltWire Networkbookmark_bordersharemore_vert
Aquaculture,Western Australia,West Australian pearl farmer James Brown named 2021 Australian Farmer of the Year,,Neutral,2,The Fish Site6 Augbookmark_bordersharemore_vert
Aquaculture,South Australia,"West Coast fishers reeling from priority species quota of $1,300 a year",,NA,0,News - The University of Sydneybookmark_bordersharemore_vert
Aquaculture,Western Australia,Western Australia needs to diversify to overcome effects of mining bust: Report,,NA,0,CenterMaine.com WCSH-WLBZ27 Septbookmark_bordersharemore_vert
Aquaculture,Victoria,What a catch! Unique $4,,NA,0,SeaWestNews18 Novbookmark_bordersharemore_vert
Aquaculture,New South Wales,What a catch! Unique $4,,NA,0,Fish Farmer Magazine6 Septbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,What is aquaculture and can it prevent overfishing?,,Positive,3,NationofChange2 days agobookmark_bordersharemore_vert
Aquaculture,South Australia,"Which fish should be farmed in SA, and where?",,Positive,3,SeaWestNews9 Novbookmark_bordersharemore_vert
Aquaculture,Queensland,White spot prawn disease now endemic to wild populations in Queensland's Moreton Bay region,,Neutral,2,Financial Times30 Novbookmark_bordersharemore_vert
Aquaculture,Western Australia,Why eating shellfish isnâ€™t selfish,,Neutral,2,The Fish Site13 Octbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Why Recirculation Aquaculture System (RAS) Is Being Adopted Quickly Across The Globe,,Positive,3,The Fish Site19 Jan 2021bookmark_bordersharemore_vert
Aquaculture,Victoria,"Wollongong dog breeder given $205,000 for aquaculture project under regional grant scheme",,Neutral,2,The Conversation AU22 Novbookmark_bordersharemore_vert
Aquaculture,New South Wales,"Wollongong dog breeder given $205,000 for aquaculture project under regional grant scheme",,Neutral,2,Stuff.co.nz20 Septbookmark_bordersharemore_vert
Aquaculture,Queensland,Wolvi sugar cane farm converted to grow crayfish,,Neutral,2,NADivision of Marine Fisheries accepting applications for CARES Act II Fisheries Relief Program | NC DEQGovernor Roy Cooper13 Augbookmark_bordersharemore_vert
Aquaculture,Queensland,Women encouraged to pick up the rod for annual Fitzroy River Barra Bash in growing world-class fishing destination,,NA,0,The Fish Site3 Octbookmark_bordersharemore_vert
Aquaculture,Tasmania,"WWF Australia admitted Tasmanian salmon farms â€˜not sustainableâ€™, campaigner says",,Negative,1,SeafoodSource22 Septbookmark_bordersharemore_vert
Aquaculture,Victoria,"WWF Australia admitted Tasmanian salmon farms â€˜not sustainableâ€™, campaigner says",,Negative,1,SeafoodSource5 Augbookmark_bordersharemore_vert
Aquaculture,New South Wales,"WWF Australia admitted Tasmanian salmon farms â€˜not sustainableâ€™, campaigner says",,Negative,1,Financial Times1 Novbookmark_bordersharemore_vert
Aquaculture,Western Australia,Yellowtail kingfish producer Indian Ocean Fresh Australia 'pushes pause' for at least 12 months,,Neutral,2,SeafoodSource25 May 2021bookmark_bordersharemore_vert
Aquaculture,South Australia,Yumbah Aquaculture on Kangaroo Island welcomes Smith Bay port decision,,Neutral,2,North Queensland Register11 Novbookmark_bordersharemore_vert
Aquaculture,South Australia,Yumbah Aquaculture secures internationally-recognised Aquaculture Stewardship Council (ASC) certification,,Positive,3,Euronews28 May 2021bookmark_bordersharemore_vert
Aquaculture,South Australia,Yumbah Aquaculture wins Export Award at 2020 SA Premier's Food and Beverage Industry Awards,,Neutral,2,NAAquaculture and Social License to Operate - World Aquaculture Societywas.org21 June 2021bookmark_bordersharemore_vert
Aquaculture,South Australia,Yumbah Aquaculture wins gold medal for greenlip abalone,,Neutral,2,California Legislative Information15 Mar 2021bookmark_bordersharemore_vert
Aquaculture,Victoria,Yumbah Aquaculture's $60m Portland abalone farm proposal rejected by VCATABC Newsbookmark_bordersharemore_vert,,Neutral,2,The Fish Site13 Octbookmark_bordersharemore_vert
Aquaculture,New South Wales,Yumbah Aquaculture's $60m Portland abalone farm proposal rejected by VCATABC Newsbookmark_bordersharemore_vert,,Neutral,2,The Fish Site25 Mar 2021bookmark_bordersharemore_vert
Aquaculture,South Australia,Yumbah has big plans for historic Moonta Park property,,NA,0,Tasmania Examiner15 May 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,Yumbah has big plans for historic Moonta Park property,,NA,0,Myjoyonline13 Septbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Zambian president pushes for fast-tracking of fisheries fund,,NA,0,The Fish Site14 June 2021bookmark_bordersharemore_vert
