System,State,Sentiment_1_RAW,Headline,Sentiment_1,Sentiment_2,Metadata
Aquaculture,Western Australia,3,WA jobs in the pipeline as kingfish farm tipped for Abrolhos waters,Positive,,WAtodaybookmark_bordersharemore_vert
Aquaculture,Western Australia,2,WA marine park draft plan to protect traditional methods and cultural practices,Neutral,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Western Australia,2,WA Police execute search warrant for an invasive red swamp crayfish,Neutral,,Bunbury Mail15 Julybookmark_bordersharemore_vert
Aquaculture,Western Australia,3,WA tropical rock oyster project gives Pilbara Indigenous community 'a sense of achievement'ABC Newsbookmark_bordersharemore_vert,Positive,,NAWA tropical rock oyster project gives Pilbara Indigenous community 'a sense of achievement'ABC Newsbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,2,Washington shellfish aquaculture permitting challenged again,Neutral,,SeafoodSource23 Decbookmark_bordersharemore_vert
Aquaculture,South Australia,2,Waters of Eyre Peninsula opens for more farms,Neutral,,Port Lincoln Timesbookmark_bordersharemore_vert
Aquaculture,Western Australia,0,"Wave energy prototype to be deployed in Albany, Western Australia",NA,,Renewables Now24 Augbookmark_bordersharemore_vert
Aquaculture,Tasmania,2,Wave power project launched for offshore aquaculture installations,Neutral,,The Fish Site20 Octbookmark_bordersharemore_vert
Aquaculture,Queensland,2,Wave power project launched for offshore aquaculture installations,Neutral,,The Fish Site20 Octbookmark_bordersharemore_vert
Aquaculture,Victoria,2,West Australian pearl farmer James Brown named 2021 Australian Farmer of the Year,Neutral,,ABC News17 June 2021bookmark_bordersharemore_vert
Aquaculture,New South Wales,2,West Australian pearl farmer James Brown named 2021 Australian Farmer of the Year,Neutral,,ABC News17 June 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,2,West Australian pearl farmer James Brown named 2021 Australian Farmer of the Year,Neutral,,ABC News17 June 2021bookmark_bordersharemore_vert
Aquaculture,South Australia,0,"West Coast fishers reeling from priority species quota of $1,300 a year",NA,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Western Australia,0,Western Australia needs to diversify to overcome effects of mining bust: Report,NA,,Down To Earth Magazine28 Septbookmark_bordersharemore_vert
Aquaculture,Victoria,0,What a catch! Unique $4,NA,,M property splashes onto marketTownsville Bulletin15 Julybookmark_bordersharemore_vert
Aquaculture,New South Wales,0,What a catch! Unique $4,NA,,M property splashes onto marketTownsville Bulletin15 Julybookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,3,What is aquaculture and can it prevent overfishing?,Positive,,Euronews28 May 2021bookmark_bordersharemore_vert
Aquaculture,South Australia,3,"Which fish should be farmed in SA, and where?",Positive,,Farmer's Weeklybookmark_bordersharemore_vert
Aquaculture,Queensland,2,White spot prawn disease now endemic to wild populations in Queensland's Moreton Bay region,Neutral,,ABC News26 Feb 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,3,Why eating shellfish isn’t selfish,Positive,,PerthNow19 Apr 2021bookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,3,Why Recirculation Aquaculture System (RAS) Is Being Adopted Quickly Across The Globe,Positive,,PRNewswire14 Decbookmark_bordersharemore_vert
Aquaculture,Victoria,2,"Wollongong dog breeder given $205,000 for aquaculture project under regional grant scheme",Neutral,,The Guardianbookmark_bordersharemore_vert
Aquaculture,New South Wales,2,"Wollongong dog breeder given $205,000 for aquaculture project under regional grant scheme",Neutral,,The Guardianbookmark_bordersharemore_vert
Aquaculture,Queensland,2,Wolvi sugar cane farm converted to grow crayfish,Neutral,,Courier Mail24 Julybookmark_bordersharemore_vert
Aquaculture,Queensland,0,Women encouraged to pick up the rod for annual Fitzroy River Barra Bash in growing world-class fishing destination,NA,,ABC News27 Octbookmark_bordersharemore_vert
Aquaculture,Tasmania,2,"WWF Australia admitted Tasmanian salmon farms ‘not sustainable’, campaigner says",Neutral,,The Guardian Australia4 Septbookmark_bordersharemore_vert
Aquaculture,Victoria,2,"WWF Australia admitted Tasmanian salmon farms ‘not sustainable’, campaigner says",Neutral,,The Guardian Australia4 Septbookmark_bordersharemore_vert
Aquaculture,New South Wales,2,"WWF Australia admitted Tasmanian salmon farms ‘not sustainable’, campaigner says",Neutral,,The Guardian Australia4 Septbookmark_bordersharemore_vert
Aquaculture,Western Australia,2,Yellowtail kingfish producer Indian Ocean Fresh Australia 'pushes pause' for at least 12 months,Neutral,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,South Australia,2,Yumbah Aquaculture on Kangaroo Island welcomes Smith Bay port decision,Neutral,,The Islander12 Augbookmark_bordersharemore_vert
Aquaculture,South Australia,3,Yumbah Aquaculture secures internationally-recognised Aquaculture Stewardship Council (ASC) certification,Positive,,The Islander14 Octbookmark_bordersharemore_vert
Aquaculture,South Australia,2,Yumbah Aquaculture wins Export Award at 2020 SA Premier's Food and Beverage Industry Awards,Neutral,,The Islanderbookmark_bordersharemore_vert
Aquaculture,South Australia,2,Yumbah Aquaculture wins gold medal for greenlip abalone,Neutral,,Port Lincoln Times7 July 2021bookmark_bordersharemore_vert
Aquaculture,Victoria,2,Yumbah Aquaculture's $60m Portland abalone farm proposal rejected by VCATABC Newsbookmark_bordersharemore_vert,Neutral,,NAYumbah Aquaculture's $60m Portland abalone farm proposal rejected by VCATABC Newsbookmark_bordersharemore_vert
Aquaculture,New South Wales,2,Yumbah Aquaculture's $60m Portland abalone farm proposal rejected by VCATABC Newsbookmark_bordersharemore_vert,Neutral,,NAYumbah Aquaculture's $60m Portland abalone farm proposal rejected by VCATABC Newsbookmark_bordersharemore_vert
Aquaculture,South Australia,0,Yumbah has big plans for historic Moonta Park property,NA,,The Islander10 Decbookmark_bordersharemore_vert
Aquaculture,Western Australia,0,Yumbah has big plans for historic Moonta Park property,NA,,The Islander10 Decbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,0,Zambian president pushes for fast-tracking of fisheries fund,NA,,SeafoodSource28 Apr 2021bookmark_bordersharemore_vert
