Year of Reg,Year,CN-8,Comment,CN-8 product name,Explanation,CF
1369/2020,2021,0303 31 30,unchanged,"Frozen Atlantic halibut ""Hippoglossus hippoglossus""",The same assumption as for 0303 31 10. The proposed CF is the one established by the Canadians.,1.26
1369/2020,2021,0303 31 90,unchanged,"Frozen Pacific halibut ""Hippoglossus stenolepis""",The same assumption as for 0303 31 10. The proposed CF is the one established by the Canadians (source FAO/Eurostat),1.30
1369/2020,2021,0303 32 00,unchanged,"Frozen plaice ""Pleuronectes platessa""","As identified in the Oceanic Developpement survey, the proposed CF is the same as for fresh gutted plaice (CN 0302 22 00)",1.07
1369/2020,2021,0303 33 00,unchanged,"Frozen sole ""Solea spp.""","As identified in the Oceanic Developpement survey, the proposed CF is the same as for fresh gutted sole (CN 0302 23 00). ",1.05
1369/2020,2021,0303 34 00,unchanged,"Frozen turbot ""Psetta maxima""",Same assumption as for 0303 39 80,1.10
1369/2020,2021,0303 39 10,unchanged,"Frozen flounder ""Platichthys flesus""","The proposed CF 1,08 is the one used by the UK and quoted in Erostat/FAO publications, as identified in the Oceanic Developpement survey.",1.08
1369/2020,2021,0303 39 30,unchanged,Frozen fish of the genus Rhombosolea,"The Oceanic Developpement survey  proposed to use he CF used in New Zealand for  for the gutted and frozen forms of several species of Rhombosolea, all set at 1,10.",1.10
1369/2020,2021,0303 39 50,unchanged,Frozen fish of the species Pelotreis flavilatus and Peltorhamphus novaezelandiae,"As it is assumed in the Oceanic Developpement survey, because of the long distance it is exported headed and gutted  ",1.40
1369/2020,2021,0303 39 85,unchanged,"Frozen flat fish ""Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae"" (excl. halibut, plaice, sole, turbot, flounder, Rhombosolea spp., Pelotreis flavilatus and Peltorhamphus novaezelandiae)",Same assumption as for 0303 39 80,1.10
1369/2020,2021,0303 41 10,unchanged,"Frozen albacore or longfinned tunas ""Thunnus alalunga"" for industrial manufacture of products of 1604","This product is a combination of Albacore tuna caught by the EU fleet and imported Albacore from various 3rd countries. Albacore imported from 3rd countries is, according to Poseidon and industry players, mainly caught by the long liner fleet - where the fish is frozen (after being gutted and headed). EU landings are landed as fresh whole, but assumed partly traded frozen as headed and gutted.",1.15
1369/2020,2021,0303 41 90,unchanged,"Frozen albacore or longfinned tunas ""Thunnus alalunga"" (excl. for industrial processing or preservation)","As identified in the Oceanic Developpement survey, frozen albacore for human consumption is gutted and gilled, thus the proposed CF is the same as for 0303 41 13",1.15
1369/2020,2021,0303 42 20,unchanged,"Yellowfin tunas (Thunnus albacares),  for the industrial manufacture of products of heading 1604, excluding edible fish offal of subheadings 0303 91 to 0303 99, frozen","this code is merged  from the product codes 0303 42 12, 0303 42 18, 0303 42 42 and 0303 42 48, hence an average CF has been used",1.13
1369/2020,2021,0303 42 90,unchanged,"Frozen yellowfin tunas ""Thunnus albacares"" (excl. for industrial manufacture of products of 1604)","As identified in the Oceanic developpement survey, for consumption this spesies is at least guted and gilled. It is assumed that half of the trade is  also headed tuna thus the CF proposed by the oceanic Developpement survey is an average between the gilled (1,13) and the headed form (1,29).",1.21
1369/2020,2021,0303 43 10,unchanged,"Frozen skipjack or stripe-bellied bonito ""Euthynnus -Katsuwonus- pelamis"" for industrial processing or preservation","Due to the fact that items 0303 43 11, 0303 43 13, 0303 43 19 are merged into one, we propose to use an average CF identified for these three items, thus CF is 1,13",1.13
1369/2020,2021,0303 43 90,unchanged,"Frozen skipjack or stripe-bellied bonito ""Euthynnus -Katsuwonus- pelamis"" (excl. for industrial processing or preservation)","The Oceanic Developpement survey supposes that this species is rearly headed, thus the proposed CF is for gutted and gilled (see 0303 43 13). ",1.13
1369/2020,2021,0303 44 10,unchanged,"Frozen bigeye tunas ""Thunnus obesus"" for industrial processing or preservation",According to the trade publications the main part of this item is whole tuna. Thus we propose CF identified in EU Regulation No404/2011 for whole form.,1.00
1369/2020,2021,0303 44 90,unchanged,"Frozen bigeye tunas ""Thunnus obesus"" (excl. for industrial processing or preservation)",We assume that frozen bigeye tunas in this item is gutted. Thus  we propose CF identified in EU Regulation No404/2011 for  gutted form. ,1.10
1369/2020,2021,0303 45 12,unchanged,"Frozen bluefin tunas ""Thunnus thynnus"" for industrial processing or preservation","So far the items 0303 45 11, 0303 45 13 and 0303 45 19 are merged into one in 2010 we suggest to use an average CF for the respective items identified in the Oceanic Developpement Survey",1.08
1369/2020,2021,0303 45 18,unchanged,"Frozen bluefin tunas ""Thunnus thynnus"" (excl. for industrial processing or preservation)",Same assumption as for 0302 35 90,1.14
1369/2020,2021,0303 45 91,unchanged,"Frozen Pacific bluefin tuna ""Thunnus orientalis"", for industrial processing or preservation",Same assumption as for 0303 49 30,1.05
1369/2020,2021,0303 45 99,unchanged,"Frozen Pacific bluefin tuna ""Thunnus orientalis"" (excl. for industrial processing or preservation)",Same assumption as for 03 02 35 10,1.16
1369/2020,2021,0303 46 10,unchanged,"Frozen Southern bluefin tunas ""Thunnus maccoyii"" for industrial processing or preservation",Same assumption as for 0302 36 10,1.15
1369/2020,2021,0303 46 90,unchanged,"Frozen Southern bluefin tunas ""Thunnus maccoyii"" (excl. for industrial processing or preservation)",Same assumption as for 0302 36 90,1.15
1369/2020,2021,0303 49 20,unchanged,"Frozen  tunas of the genus ""Thunnus"" for industrial processing or preservation (excl. Thunnus alalunga, Thunnus albacares, Thunnus obesus, Thunnus thynnus, Thunnus orientalis and Thunnus maccoyii)",Same assumption as for 0303 49 30,1.05
1369/2020,2021,0303 49 85,unchanged,"Frozen tunas of the genus ""Thunnus"" (excl. tunas for industrial processing or preservation and Thunnus alalunga, Thunnus albacares, Thunnus obesus, Thunnus thynnus, Thunnus orientalis and Thunnus maccoyii)",Same assumption as for 03 02 35 10,1.16
1369/2020,2021,0303 51 00,unchanged,"Frozen herrings ""Clupea harengus, Clupea pallasii""","As indicated in the Oceanic Developpement survey, frozen herring is traded predominantly whole ungutted, thus CF 1,00",1.00
1369/2020,2021,0303 53 10,unchanged,"Frozen sardines ""Sardina pilchardus""","As indicated in the Oceanic Developpement survey, frozen sardine can be headed, gutted, frozen in 10kg blocks as raw material for canning industry in the EU. This product comes from third countries. the yield of 4% (2,22) is used as a reference from the technilal-economical serveys. Without further information, the Oceanic Developpement survey assumes that half is traded as whole and half as prepared, thus an average CF is 1,61",1.61
1369/2020,2021,0303 53 30,unchanged,"Frozen sardines ""Sardinops spp."" and sardinella ""Sardinella spp.""","Taking into account the assumption of the Oceanic developpement survey, this product is traded whole frozen, thus CF 1,00",1.00
1369/2020,2021,0303 53 90,unchanged,"Frozen brisling or sprats ""Sprattus sprattus""","It is assumed that frozen Sprat is not used for fishmeal/flour production and is for human consumption. This product is traded as whole, thus CF 1,00",1.00
1369/2020,2021,0303 54 10,unchanged,"Frozen mackerel ""Scomber scombrus"" and ""Scomber japonicus""","According to the information from the industry, this product is traded whole unprepared, thus CF 1,00 (also identified in the Oceanic Developpement survey)",1.00
1369/2020,2021,0303 54 90,unchanged,"Frozen mackerel ""Scomber australasicus""",Same assumption as fpr 0303 74 30,1.00
1369/2020,2021,0303 55 10,unchanged,"Frozen Atlantic horse mackerel ""Trachurus trachurus""",same assumption as for 0303 79 91,1.00
1369/2020,2021,0303 55 30,unchanged,"Frozen Chilean jack mackerel ""Trachurus murphyi""",same assumption as for 0303 79 98,1.33
1369/2020,2021,0303 55 90,unchanged,"Frozen jack and horse mackerel ""Trachurus spp."" ""(excl. Atlantic horse mackerel and Chilean jack mackerel)",same assumption as for 0303 79 91,1.00
1369/2020,2021,0303 56 00,unchanged,"Frozen cobia ""Rachycentron canadum""",same assumption as for 0303 79 98,1.33
1369/2020,2021,0303 57 00,unchanged,"Frozen swordfish ""Xiphias gladius""","According to the information from the industry, this species is traded gutted, head on. We propose the CF 1,15 for this form of presentation used in Norway. ",1.15
1369/2020,2021,0303 59 10,unchanged,"Anchovies (Engraulis spp.), excluding edible fish offal of subheadings 0303 91 to 0303 99, frozen",Same assumption as for 0302 69 55,1.00
1369/2020,2021,0303 59 21,unchanged,"Kawakawa (Euthynnus affinis), for the industrial manufacture of products of heading 1604, excluding edible fish offal of subheadings 0303 91 to 0303 99, frozen",same assumption as for 0303 43 90,1.13
1369/2020,2021,0303 59 29,unchanged,"Kawakawa (Euthynnus affinis), other (excl.  0303 59 21), excluding edible fish offal of subheadings 0303 91 to 0303 99, frozen",Same assumption as for 0302 89 29,1.13
1369/2020,2021,0303 59 90,unchanged,"Other fish of the genus Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp.), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae),  (excl. 0303 51 - 0303 59 29), excluding edible fish offal of subheading 0303 91 - 0303 99,  frozen  ","Species are predominantly traded as round fiish, also in frozen form. Considering a potential mix of some gutted presentations, a weighting beetween primarily whole, round (1,00) and into a minor degree gutted (1,17 ), a CF of 1,04 is used",1.04
1369/2020,2021,0303 63 10,unchanged,"Frozen cod ""Gadus Morhua""","According to the information from the industry, cod is mostly traded  gutted, head off, thus we propose CF 1,5 used in Norway. The same CF is identified in the Finfish study 2011 by AIPCE-CEP",1.50
1369/2020,2021,0303 63 30,unchanged,"Frozen cod ""Gadus Ogac""",Same assumption as for 0303 60 11,1.50
1369/2020,2021,0303 63 90,unchanged,"Frozen cod ""Gadus macrocephalus""",Same assumption as for 0303 60 11,1.50
1369/2020,2021,0303 64 00,unchanged,"Frozen haddock ""Melanogrammus aeglefinus""","According information from the industry in Norway, Russia, Iceland and Faroe Islands, frozen haddock is traded gutted, head off, thus we propose the CF 1,4 used in Norway. ",1.40
1369/2020,2021,0303 65 00,unchanged,"Frozen coalfish ""Pollachius virens""","Acording to the trade informatrion, this species is traded gutted, head off, earbone off, maskin cut, hence the proposed CF 1,51 (identified in Finfish study 2011 by AIPCE-CEP)",1.51
1369/2020,2021,0303 66 11,unchanged,"Frozen Cape hake ""shallow-water hake"" ""Merluccius capensis"" and deepwater hake ""deepwater Cape hake"" ""Merluccius paradoxus""","According to the information from the trade publications, this species is traded mostly gutted CF 1,12 (as for CN 03 02 69 68), as indicated in the Oceanic Developpement survey. ",1.12
1369/2020,2021,0303 66 12,unchanged,"Frozen Argentine hake ""Southwest Atlantic hake"" ""Merluccius hubbsi""","As indicated in the Oceanic Developpement survey, frozen hake is headed and gutted before the export to the EU market, thus the proposed CF for this form of presentation. ",1.53
1369/2020,2021,0303 66 13,unchanged,"Frozen Southern hake ""Merluccius australis""","Same assumption as in the previous item. The proposed CF 1,50 is used in New Zealand, as indicated in the Oceanic Developpement survey.",1.50
1369/2020,2021,0303 66 19,unchanged,"Frozen hake of the genus ""Merluccius"" (excl. Cape hake ""shallow-water hake"", deepwater hake ""deepwater Cape hake"", Argentine hake ""Southwest Atlantic hake and Southern hake)","Same assumption as in the previous item. The proposed CF 1,50 is an average of CFs for the named species found in Eurostat/FAO publications for headed and gutted, as indicated in the Oceanic Developpement survey.",1.50
1369/2020,2021,0303 66 90,unchanged,"Frozen hake ""Urophycis spp.""","Same assumption as in the previous item. The proposed CF 1,60 is used in Argentina for U brasiliensis (source: FAO), as indicated in the Oceanic Developpement survey.",1.60
1369/2020,2021,0303 67 00,unchanged,"Frozen Alaska pollack ""Theragra chalcogramma""",same assumption as for 0303 79 55,1.61
1369/2020,2021,0303 68 10,unchanged,"Frozen blue whiting ""Micromesistius poutassou or Gadus poutassou""","We suppose that this species is predominantly traded hutted head on, according to the information from the industry. We propose CF 1,2 used in Norway.",1.20
1369/2020,2021,0303 68 90,unchanged,"Frozen southern blue whiting ""Micromesistius australis""",Same assumption as for 0303 79 83,1.20
1369/2020,2021,0303 69 10,unchanged,Frozen saltwater fish of the species Boreogadus saida,Same assumption as for 0302 69 35,1.00
1369/2020,2021,0303 69 30,unchanged,"Frozen whiting ""Merlangius merlangus""","According to the assumption made in the Oceanic developpement survey, frozen whiting is gutted, CF 1,18 (CN 0302 69 41). Quantities are low.",1.18
